Club Name,Course Name,Website
Kilmacolm Golf Club,Kilmacolm Golf Club,https://www.kilmacolmgolfclub.com
Kilmarnock Golf Club Barassie Links,Kilmarnock Golf Club Barassie Links,https://www.kbgc.co.uk
Kilrea Golf Course,Kilrea Golf Course,https://kilreagolfclub.com
Kilspindie Golf Club,Kilspindie Golf Club,http://kilspindiegolfclub.co.uk
Kilsyth Lennox Golfcouse,Kilsyth Lennox Golfcouse,https://www.kilsythlennox.com
King James VI Golf Club,King James VI Golf Club,https://www.kingjamesvi.co.uk
King's Acre Golf Course,King's Acre Golf Course,https://www.kings-acregolf.com
King's Golf Club,King's Golf Club,https://www.kingsgolfclubinverness.co.uk
Kings Links Golf Course,Kings Links Golf Course,https://www.sportaberdeen.co.uk/kings-links
Kingsbarns Golf Links,Kingsbarns Golf Links,https://www.kingsbarns.com
Kingsfield Golf Course,Kingsfield Golf Course,https://www.kingsfieldgolf.com
Kingsknowe Golf Course,Kingsknowe Golf Course,https://www.kingsknowe.com
Kingussie Golf Club,Kingussie Golf Club,https://kingussiegolfclub.co.uk
Kinross Golf Club (Green Hotel),The Bruce,https://www.kinrossgolfclub.co.uk/
Kinross Golf Club (Green Hotel),The Montgomery,https://www.kinrossgolfclub.co.uk/
Kintore Golf Club,Kintore Golf Club,https://www.kintoregolfclub.net
Kippie Lodge Sports & Leisure,Kippie Lodge Sports & Leisure,http://www.kippielodge.com/sports
Kirkcaldy Golf Club,Kirkcaldy Golf Club,https://kirkcaldygolfclub.co.uk
Kirkcudbright Golf Course,Kirkcudbright Golf Course,https://www.kirkcudbrightgolf.co.uk
Kirkhill Golf Club,Kirkhill Golf Club,https://www.kirkhillgolfclub.org.uk
Kirkintilloch Golf Club,Kirkintilloch Golf Club,https://www.kirkintillochgolfclub.com
Kirriemuir Golf Club,Kirriemuir,https://www.kirriemuirgolfclub.co.uk
Knightswood Golf Course,Knightswood Golf Course,https://www.glasgowlife.org.uk/sport/our-facilities/golfcourses/knightswood-golf-course
Kyles of Bute Golf Club,Kyles of Bute Golf Club,https://www.kylesofbutegolfclub.co.uk
Ladybank Golf Club,Wee Course,https://ladybankgolf.co.uk/
Lamlash Golf Club,Lamlash Golf Club,https://www.lamlashgolfclub.com
Lanark Golf Club,Lanark Golf Club,https://www.lanarkgolfclub.co.uk
Langholm Golf Club,Langholm Golf Club,https://www.langholmgolfclub.co.uk
Langlands Golf Club,Langlands Golf Club,https://www.langlandsgolfclub.co.uk
Largs Golf Course,Largs Golf Course,https://www.largsgolfclub.co.uk
Lauder Golf Club,Lauder Golf Club,https://lauder.golf-club.website/website
Leadhills Golf Course,Leadhills Golf Course,https://www.leadhillsgolfclub.com
Lenzie Golf Club,Lenzie Golf Club,https://www.lenziegolfclub.co.uk
Leslie Golf Club,Leslie Golf Club,https://www.lesliegolfclub.co.uk
Letham Grange Golf Club,Glens Course,https://www.lethamgrangegolfclub.co.uk/
Leven Links,Leven Links Golf Course,https://www.leven-links.com
Liberton Golf Course,Liberton Golf Course,https://www.libertongc.co.uk
Lilliesleaf Golf Course,Lilliesleaf Golf Course,https://www.dimpleknowe.co.uk/
Linlithgow Golf Club,Linlithgow Golf Club,https://www.linlithgowgolf.co.uk
Loch Lomond Golf Course,Loch Lomond Golf Course,https://www.lochlomond.com
Loch of Aboyne Golf Course,Loch of Aboyne Golf Course,
Loch View Golf Course,Loch View Golf Course,https://www.activenl.co.uk/venue-finder/venues-3/lochview-family-golf-centre
Lochcarron Golf Course,Lochcarron Golf Course,https://lochcarrongolfclub.co.uk
Lochgelly Golf Club,Lochgelly Golf Club,https://www.lochgellygolfclub.co.uk
Lochgilphead Golf Club,Lochgilphead Golf Club,https://www.lochgilpheadgolfclub.co.uk
Lochmaben Golf Club,Lochmaben Golf Club,https://www.lochmabengolf.co.uk
Lochranza Golf Course,Lochranza Golf Course,http://www.lochranzagolf.com
Lochview Family Golf Centre,Lochview Family Golf Centre,https://www.activenl.co.uk/lochview-family-golf-centre
Lochwinnoch Golf Club,Lochwinnoch Golf Club,https://www.lochwinnochgolf.co.uk
Lockerbie Golf Club,Lockerbie Golf Club,http://www.lockerbiegolf.co.uk
Longniddry Golf Course,Longniddry Golf Course,https://www.longniddrygolfclub.co.uk
Longside Golf Club,Longside Golf Club,https://longsidegolfclub.co.uk
Loudoun Gowf Club,Loudoun Gowf Club,https://www.loudoungowfclub.co.uk
Luffness New Golf Club,Luffness New Golf Club,https://www.luffnessnew.com
Lumphanan Golf Course,Lumphanan Golf Course,https://www.lumphanangolfclub.co.uk
Lundin Golf Club,Lundin Golf Club,https://www.lundingolfclub.co.uk
Lundin Ladies Golf Club,Lundin Ladies Golf Club,http://www.lundinladiesgolfclub.co.uk
Lybster Golf Club,Lybster Golf Club,https://lybstergolfclub.co.uk
Macdonald Cardrona,Macdonald Cardrona Hotel Golf Course,https://www.macdonaldhotels.co.uk/cardrona/golf
Macdonald Spey Valley Championship Golf Course,Macdonald Spey Valley Championship Golf Course,https://www.macdonaldhotels.co.uk/spey-valley/golf
Machrie Bay Golf Course,Machrie Bay Golf Course,https://machriebay.com
Machrihanish Dunes Golf Course,Machrihanish Dunes Golf Course,http://www.machrihanishdunes.com
Machrihanish Links,Machrihanish Links,https://www.machgolf.com
Mains of Taymouth Golf Course,Mains of Taymouth Golf Course,https://www.taymouth.co.uk/on-site-facilities/kenmore-golf-course.htm
Maverston Golf Course,Maverston Golf Course,https://www.maverstongolf.com
Maybole Golf Course,Maybole Golf Course,https://www.maybolegolf.com
McDonald Golf Course,McDonald Golf Course,https://www.ellongolfclub.co.uk
Mearns Castle Golf Academy,Mearns Castle Golf Academy,https://mcgolfacademy.co.uk
Meldrum House Golf Course,Meldrum House Golf Course,https://www.meldrumhouse.com/golf
Meldrum House Teaching Academy course,Meldrum House Teaching Academy course,https://www.meldrumhouse.com/golf/teaching-academy
Melrose Golf Club,Melrose Golf Club,https://melrosegolfclub.co.uk
Melville Golf Course,Melville Golf Course,https://www.melvillegolf.com
Merchants of Edinburgh Golf Club,Merchants of Edinburgh Golf Club,https://www.merchantsgolf.com
Millport Golf Course,Millport Golf Course,https://Millport Golf Course
Milnathort Golf Club,Milnathort Golf Club,https://www.milnathortgolfclub.co.uk
Milngavie Golf Club,Milngavie Golf Club,https://www.milngaviegolfclub.co.uk
Minto Golf Course,Minto Golf Course,https://www.mintogolf.co.uk
Moffat Golf Course,Moffat Golf Course,https://www.moffatgolfclub.co.uk
Monifieth Golf Links,Ashludie Course,https://monifiethgolf.co.uk
Monifieth Golf Links,Medal Course,https://monifiethgolf.co.uk
Monksford House Golf Course,Monksford House Golf Course,
Montrose Golf Links,Montrose Golf Links,https://montrosegolflinks.com
Moray Golf Club,Moray Golf Club,https://www.moraygolf.co.uk
Mortonhall Golf Club,Mortonhall Golf Course,https://www.mortonhallgc.co.uk
Muckhart Golf Club,Arndean,https://www.muckhartgolf.com
Muckhart Golf Club,Cowden,https://www.muckhartgolf.com
Muckhart Golf Club,Naemoor,https://www.muckhartgolf.com
Muir of Ord Golf Club,Muir of Ord Golf Club,https://www.muirofordgolfclub.co.uk
Muirfield,Muirfield,https://www.muirfield.org.uk
Muirkirk Golf Club,Muirkirk Golf Club,https://www.muirkirk.org.uk/muirkirk-community-information/muirkirk-golf-club/
Murcar Links Golf Club,Murcar Links Golf Club,https://murcarlinks.com
Murrayfield Golf Course,Murrayfield Golf Course,https://www.murrayfieldgolfclub.co.uk
Murrayshall Country Estate,Lynedoch Course,https://www.murrayshall.co.uk
Murrayshall Country Estate,Murrayshall Course,https://www.murrayshall.co.uk
Musselburgh Golf Course,Musselburgh Golf Course,https://www.themusselburghgolfclub.com
"Musselburgh Links, The Old Golf Course","Musselburgh Links, The Old Golf Course",http://www.musselburgholdlinks.co.uk
Nairn Dunbar Golf Course,Nairn Dunbar Golf Course,https://www.nairndunbar.com
Nairn Golf Club,Nairn Golf Club,https://nairngolfclub.co.uk
New Cumnock Golf Course,New Cumnock Golf Course,https://members.tripod.com/bob_newcumnock/golf/welcomex.html
New Galloway Golf Club,New Galloway Golf Club,https://newgallowaygolfclub.com
Newbattle Golf Club,Newbattle Golf Club,https://newbattlegolfclub.com
Newburgh Golf Club,Newburgh Golf Club,https://www.newburghgolfclub.co.uk
Newcastle United Golf Club,Newcastle United Golf Club,https://www.newcastleunitedgolfclub.co.uk
Newcastleton Golf Course,Newcastleton Golf Course,https://www.visitnewcastleton.com/content/newcastleton-golf-club
Newmachar Golf Club,Newmachar Golf Club,https://www.newmachargolfclub.co.uk
Newton Stewart Golf Club,Newton Stewart Golf Club,https://www.newtonstewartgolfclub.co.uk
Newtonmore Golf Club,Newtonmore Golf Club,https://www.newtonmoregolf.com
Newtownstewart Golf Club,Newtownstewart Golf Club,https://www.newtownstewartgolfclub.com
Niddry Castle Golf Club,Niddry Castle Golf Course,https://www.niddrycastlegolfclub.co.uk
North Gailes Golf Centre,North Gailes Golf Centre,http://www.northgailes.co.uk/golf.html
North Ronaldsay Golf Course,North Ronaldsay Golf Course,https://northronaldsaytrust.com/2017/06/09/18-hole-golf-course-project
Nunfield Golf Course,Nunfield Golf Course,https://www.thecounty.co.uk
Oatridge Golf Course,Oatridge Golf Course,https://www.facebook.com/OatridgeGolf
Ochil Developments,gWest golf course,https://www.gwest.co.uk/golf.php
Old Course Ranfurly Golf Club,Old Course Ranfurly Golf Club,http://www.oldranfurly.com
Oldmeldrum Golf Club,Oldmeldrum Golf Club,https://www.oldmeldrumgolf.co.uk
Orkney Golf Club,Orkney Golf Club,https://orkneygolfclub.co.uk
Paisley Golf Club,Paisley Golf Club,https://paisleygolfclub.com
Palacerigg Golf Club,Palacerigg Golf Club,http://www.palacerigggolfclub.co.uk
Panmure Golf Club,Panmure Links,https://www.panmuregolfclub.co.uk
Paul Lawrie Golf Centre,Paul Lawrie Golf Centre,https://www.paullawriegolfcentre.co.uk
Peebles Golf Club,Peebles Golf Club,https://www.peeblesgolfclub.com
Percy Wood Country Park,Percy Wood Country Park,https://www.percywood.co.uk
Perth & Kinross Council,North Inch Golf Course,https://www.northinchgolf.co.uk
Peterculter Golf Club,Peterculter Golf Club,https://www.petercultergolfclub.co.uk
Peterhead Golf Club,Craigewan Course,https://www.peterheadgolfclub.co.uk/course/craigewan-course
Peterhead Golf Club,New Course,https://www.peterheadgolfclub.co.uk/course/new-course
Piperdam Golf & Leisure Resort,Piperdam Golf & Leisure Resort,https://www.landal.co.uk/parks/piperdam?gclsrc=aw.ds&gad_source=1#filter:eyJhttps://www.landal.co.uk/parks/piperdamzIjoiMyJ9
Pitlochry Golf Course,Pitlochry Golf Course,https://www.pitlochrygolf.co.uk
Pitreavie Golf Club,Pitreavie Golf Club,https://www.pitreaviegolfclub.co.uk
Pollok Golf Course,Pollok Golf Course,https://www.pollokgolf.com
Polmont Golf Club,Polmont Golf Club,http://www.polmontgolfclub.co.uk
Port Bannatyne Golf Club,Port Bannatyne Golf Club,http://portbannatynegolfclub.co.uk
Port Glasgow Golf Club,Port Glasgow Golf Club,https://www.portglasgowgolfclub.co.uk
Portlethen Golf Club,Portlethen Golf Club,https://www.portlethengolfclub.com
Portmahomack Golf Club,Portmahomack Golf Club,https://portmahomackgolfclub.com
Portobello Golf Course,Portobello Golf Course,https://www.edinburghleisure.co.uk/venues/portobello-golf-course
Portpatrick Dunskey Golf Club,Portpatrick Dunskey Golf Club,https://www.portpatrickgolfclub.com
Practise area,Practise area,https://www.stirlinggolfclub.com
Prestonfield Golf Course,Prestonfield Golf Course,https://www.prestonfieldgolf.co.uk
Prestwick Golf Club,Prestwick Golf Club,https://www.prestwickgc.co.uk
Pumpherston Golf Club,Pumpherston Golf Club,https://www.pumpherstongolfclub.co.uk
Ralston Golf Course,Ralston Golf Course,https://www.ralstongolfclub.com
Ranfurly Castle Golf Club,Ranfurly Castle Golf Club,https://www.ranfurlycastlegolfclub.co.uk
Raon Goilf Aisgernis,Raon Goilf Aisgernis,https://askernishgolfclub.com
Ratho Park Golf Club,Ratho Park Golf Club,https://www.rathoparkgolfclub.co.uk
Ravelston Golf Course,Ravelston Golf Course,https://www.ravelstongolfclub.co.uk
Reay Golf Course,Reay Golf Course,https://reaygolfclub.com
Renfrew Golf Course,Renfrew Golf Course,https://www.renfrewgolfclub.net
Roodlea Golf Course,Roodlea Golf Course,http://www.roodleagolf.co.uk
Rosehearty Golf Club,Rosehearty Golf Club,https://www.roseheartygolfclub.com
Rothes Golf Course,Rothes Golf Course,https://www.rothesgolfclub.co.uk
Rothesay Golf Club,Rothesay Golf Club,https://www.rothesaygolfclub.co.uk
Routenburn Golf Club,Routenburn Golf Club,https://www.routenburngolfclub.co.uk
Rowallan Castle Golf Course,Rowallan Castle Golf Course,https://rowallancastle.com/rowallan-championship-golf-course-ayrshire
Roxburghe Hotel & Golf Course,Roxburghe Hotel & Golf Course,http://www.roxburghe.net/golf-course
Royal Aberdeen Golf Club,Royal Aberdeen Golf Club,https://www.royalaberdeengolf.com
Royal Dornoch Golf Club,Championship Course,https://www.royaldornoch.com
Royal Dornoch Golf Club,Struie Course,https://royaldornoch.com/struie-course
Royal Musselburgh Golf Course,Royal Musselburgh Golf Course,https://www.royalmusselburgh.co.uk
Royal Tarlair Golf Club,Royal Tarlair Golf Club,https://royaltarlair.co.uk
Royal Troon Golf Club,Old Course,https://www.royaltroon.co.uk/the-courses/old-course
Royal Troon Golf Club,Portland Course,https://www.royaltroon.co.uk/the-courses/portland-course
Ruchill Park Golf Course,Ruchill Park Golf Course,https://www.glasgowlife.org.uk/sport/our-facilities/golfcourses/ruchill-golf-course
Rutherford Castle Golf Course,Rutherford Castle Golf Course,http://rutherfordcastlegc.org.uk
Saline Golf Course,Saline Golf Course,https://salinegc.co.uk
Sandyhills Golf Club,Sandyhills Golf Club,https://www.sandyhillsgolfclub.co.uk
Sanquhar Golf Course,Sanquhar Golf Course,
Scotscraig Golf Club,Scotscraig Golf Club,https://www.scotscraiggolfclub.com
Seaham Golf Club,Seaham Golf Club,https://www.seahamgolfclub.co.uk
Selkirk Golf Club,Selkirk Golf Club,https://www.selkirkgolfclub.co.uk
Seton Sands 9 Hole Golf Course,Seton Sands 9 Hole Golf Course,https://www.haven.com/parks/scotland/seton-sands
Sharpley Golf Course,Sharpley Golf Course,http://sharpleygolf.blogspot.co.at
Shetland Golf Club,Shetland Golf Club,https://www.shetlandgolfclub.co.uk
Shiskine Golf Club,Shiskine Golf Club,https://www.shiskinegolf.com
Shotts Golf Club,Shotts Golf Club,https://www.shottsgolfclub.co.uk
Silverknowes Golf Course,Silverknowes Golf Course,https://www.edinburghleisure.co.uk/venues/silverknowes-golf-course
Skeabost House Hotel,Skeabost Golf Club,
Skelmorlie Golf Club,Skelmorlie Golf Club,https://www.skelmorliegolf.co.uk
South Ayrshire Council,Belleisle & Seafield Golf Courses,https://www.golfsouthayrshire.com/play/the-courses/belleisle-park
South Lanarkshire Leisure and Culture Limited,Larkhall Golf Course,https://www.slleisureandculture.co.uk/info/243/larkhall_golf_course
South Ronaldsay Golf Course,South Ronaldsay Golf Course,https://southronaldsaygolf.com
Southerness Golf Course,Southerness Golf Course,https://southernessgolfclub.com
Spean Bridge Golf Club,Spean Bridge Golf Club,https://speangolf.co.uk
Spey Bay Golf Course,Spey Bay Golf Course,https://www.linksdao.io/spey-bay
Spey Valley 9-hole Academy Golf Course,Spey Valley 9-hole Academy Golf Course,https://www.macdonaldhotels.co.uk/aviemore/see-and-do/activities/golfing
St Andrews Links Trust,Balgove Course,http://www.standrews.org.uk/Play/Courses/Balgove-Course
St Andrews Links Trust,Craigtoun Course,https://www.standrews.com/golf/courses/the-craigtoun-course
St Andrews Links Trust,Eden Course,http://www.standrews.org.uk/Play/Courses/Eden-Course
St Andrews Links Trust,Jubilee Course,http://www.standrews.org.uk/Play/Courses/Jubilee-Course
St Andrews Links Trust,New Course,http://www.standrews.org.uk/Play/Courses/New-Course
St Andrews Links Trust,Old Course,http://www.standrews.org.uk/Play/Courses/Old-Course
St Andrews Links Trust,Strathtyrum Course,http://www.standrews.org.uk/Play/Courses/Strathtyrum-Course
St Andrews Links Trust,The Castle Course,http://www.standrews.org.uk/Play/Courses/The-Castle-Course
St Boswells Golf Course,St Boswells Golf Course,https://www.stboswellsgolfclub.co.uk
St Fillans Golf Club,St Fillans Golf Club,https://www.st-fillans-golf.com
St Medan Golf Club,St Medan Golf Club,https://www.stmedangolfclub.com
St Michaels Golf Club,St Michaels Golf Club,https://stmichaelsgolfclub.com
St. Cuthbert Golf Club,St. Cuthbert Golf Club,https://www.stcuthbert.co.uk
St. Nicholas Golf Club,St. Nicholas Golf Club,https://www.prestwickstnicholas.com
St. Stephen’s Primary School golf course,St. Stephen’s Primary School golf course,https://blogs.glowscotland.org.uk/nl/ststephensprimary
Stirling Golf Club,Stirling Golf Club,https://www.stirlinggolfclub.com
Stonehaven Golf Club,Stonehaven Golf Club,https://www.stonehavengolfclub.com
Stranraer Golf Club,Stranraer Golf Club,https://www.stranraergolfclub.net
Strathaven Golf Club,Strathaven Golf Club,https://www.strathavengc.com
Strathclyde Park Golf Course,Strathclyde Park Golf Course,https://www.slleisureandculture.co.uk/info/244/strathclyde_park_golf_course
Strathendrick Golf Club,Strathendrick Golf Club,https://www.strathendrickgolfclub.co.uk
Strathlene Golf Club,Strathlene Golf Club,https://www.strathlenegolfclub.co.uk
Strathmore Golf Centre,Strathmore Golf Centre,https://www.strathmoregolf.com
Strathpeffer Spa Golf Club,Strathpeffer Spa Golf Club,https://www.strathpeffergolf.co.uk
Stromness Golf Club,Stromness Golf Club,https://www.stromnessgc.co.uk
Swanston Golf Course,Swanston Golf Course,https://www.swanstongolf.co.uk
Tain Golf Club,Tain Golf Club,https://tain-golfclub.co.uk
Tarbert Golf Club,Tarbert Golf Club,https://tarbertgolfclub.com
Tarland Golf Club,Tarland Golf Club,https://www.tarlandgolfclub.co.uk
Taymouth Castle Golf Course,Taymouth Castle Golf Course,https://welcometotaymouth.com
Taynuilt Golf Club,Taynuilt Golf Club,https://www.taynuiltgolfclub.co.uk
"The Carnegie Club, Skibo Castle",Carnegie Links,https://www.carnegieclub.co.uk/golf-championship-links.html
The Carrick Golf Course,The Carrick Golf Course,https://www.thecarrick.com
The Golf House Club,Elie Golf Course,https://www.golfhouseclub.co.uk
The Kames Golf Club (Mouse Valley),The Kames Golf Club (Mouse Valley),http://www.kames-golf-club.com/html
The Machrie,The Machrie,https://islaygolfclub.co.uk
The National Trust for Scotland,Kingarrock Hickory Golf Course,https://www.nts.org.uk/visit/places/hill-of-tarvit-mansion/highlights/kingarrock-hickory-golf
The North Berwick Golf Club,The North Berwick Golf Club,https://www.northberwickgolfclub.com
The Pines Golf Centre,The Pines Golf Centre,http://www.pinesgolf.com
The R&A,Golf It!,https://www.golf-it.com
The Renaissance Club,The Renaissance Club,https://trcaa.com
The Royal Burgess Golfing Society of Edinburgh,The Royal Burgess Golfing Society of Edinburgh,https://www.royalburgess.co.uk
The Wee course,The Wee course,https://another.place/the-machrie/golf/the-wee-course
The West Kilbride Golf Club,The West Kilbride Golf Club,https://www.westkilbridegolfclub.com
The Westerwood Hotel & Golf Resort,The Westerwood Hotel & Golf Resort,https://www.qhotels.co.uk/our-locations/the-westerwood-hotel-golf-resort/golf
Thornhill Golf Course,Thornhill Golf Course,https://www.thornhillgolfclub.co.uk
Thornton Golf Club,Thornton Golf Club,https://www.thorntongolfclub.co.uk
Thurso Golf Club,Thurso Golf Club,https://thursogolfclub.co.uk
Tillicoultry Golf Club,Tillicoultry Golf Club,https://www.tillicoultrygolfclub.com
Tobermore Golf Centre,Tobermore Golf Centre,https://www.midulstercouncil.org/tobermoregolf
Tobermory Golf Club,Tobermory Golf Club,https://www.tobermorygolfclub.com
Torphins Golf Club,Torphins Golf Club,https://www.torphinsgolfclub.co.uk
Torrance House Golf Club,Torrance House Golf Club,https://torrancehousegc.co.uk
Torrance Park Golf Course (closed),Torrance Park Golf Course (closed),https://www.torranceparkgolf.co.uk
Torwoodlee Golf Course,Torwoodlee Golf Course,https://www.torwoodleegolfclub.co.uk
Traigh Golf Course,Traigh Golf Course,https://www.traighgolf.co.uk
Troon Darley,Troon Darley,https://www.golfsouthayrshire.com/courses/7/troon-darley
Troon Fullarton,Troon Fullarton,https://www.golfsouthayrshire.com/courses/8/troon-fullarton
Troon Lochgreen,Troon Lochgreen,https://www.golfsouthayrshire.com/courses/6/troon-lochgreen
Trump International Golf Links Scotland,Menie Links,https://www.trumpgolfscotland.com
Trump International Golf Links Scotland,Pettens Links,https://www.trumpgolfscotland.com
Tulliallan Golf Club,Tulliallan Golf Club,https://www.tulliallangolf.co.uk
Turnberry,Turnberry,https://www.turnberry.co.uk
Turnhouse Golf Club,Turnhouse Golf Club,https://www.turnhousegolfclub.com
Turriff Golf Club,Turriff Golf Club,https://www.turriffgolfclub.com
Uig Lodge golf course,Uig Lodge golf course,https://www.uiglodge.co.uk
Ullapool Golf Club,Ullapool Golf Club,https://www.ullapoolgolfclub.co.uk
University of Stirling - Airthrey Golf Club,University of Stirling - Airthrey Golf Club,https://www.stir.ac.uk/sports-centre/facilities/golf
University of Strathclyde,Ross Priory Club,https://www.strath.ac.uk/rosspriory
Uphall Golf Course,Uphall Golf Course,https://www.uphallgolfclub.com
Vale of Leven Golf Club,Vale of Leven Golf Club,https://www.volgc.org
Vaul Golf Club,Vaul Golf Club,https://vaulgolfclub.co.uk
Wee Braids Golf Course,Wee Braids Golf Course,https://www.edinburghleisure.co.uk/venues/wee-braids-golf-course
Wee Demon golf course,Wee Demon golf course,https://www.cameronhouse.co.uk/club/golf/the-wee-demon
Wellsgreen,Wee Course,https://www.wellsgreen.co.uk/golf/wee-course
West Linton Golf Course,West Linton Golf Course,https://www.wlgc.co.uk
West Lothian Golf Course,West Lothian Golf Course,https://www.westlothiangc.com
Western Gailes Golf Club,Western Gailes Golf Club,https://www.westerngailes.com
Westhill Golf Club,Westhill Golf Club,https://westhillgolf.co.uk
Westray Golf Club,Westray Golf Club,https://westraygolf.org
Whalsay Golf Club,Whalsay Golf Club,https://www.whalsaygolfclub.co.uk
Whitecraigs Golf Club,Whitecraigs Golf Club,https://www.whitecraigsgolfclub.net
Whitehill House Golf Course,Whitehill House Golf Course,https://www.whitehillhousegolf.co.uk
Whiting Bay Golf Club,Whiting Bay Golf Club,https://www.whitingbaygolf.com
Wick Golf Club,Wick Golf Club,https://www.wickgolfclub.org.uk
Wigtown and Bladnoch Golf Club,Wigtown and Bladnoch Golf Club,https://wigtownbladnoch.cw.sct.dotgolf.co.uk/home
Wigtownshire County Golf Course,Wigtownshire County Golf Course,https://wigtownshirecountygolfclub.com
Williamwood Golf Club,Williamwood Golf Club,https://www.williamwoodgc.co.uk
Wilton Golf Course,Wilton Golf Course,https://www.wiltongolfclub.co.uk
Windyhill Golf Club,Windyhill Golf Club,https://windyhillgolfclub.co.uk
Winterfield Golf Course,Winterfield Golf Course,https://www.enjoyleisure.com/Centre.aspx?comp_id=10
Wishaw Golf Club,Wishaw Golf Club,https://www.wishawgolfclub.com
Woll Golf Course,Woll Golf Course,https://www.wollgolf.co.uk
